EA,CLS,SENT,ASP
LAPTOP#GENERAL,1,i 've had my macbook pro for three years now and still love it !,general
SUPPORT#QUALITY,1,"in those three years , i 've had a couple of minor problems and both were resolved by apple quickly and easily .",quality
POWER_SUPPLY#QUALITY,-1,"my power supply cord developed exposed wires within the first year of ownership , so it was covered by the applecare warranty plan .",quality
WARRANTY#GENERAL,1,"my power supply cord developed exposed wires within the first year of ownership , so it was covered by the applecare warranty plan .",general
BATTERY#OPERATION_PERFORMANCE,-1,"after a couple of years , my battery life began to diminish but was replaced for free due to a company-wide recall of my particular battery .",performance
SUPPORT#MISCELLANEOUS,1,"after a couple of years , my battery life began to diminish but was replaced for free due to a company-wide recall of my particular battery .",miscellaneous
LAPTOP#QUALITY,1,"in the three years i 've had my macbook pro , i have never had a virus on my computer , and i do a lot of work on the internet .",quality
SOFTWARE#USABILITY,1,the ilife software that comes with the computer is so simple to use and produces a great finished product .,usability
LAPTOP#DESIGN_FEATURES,1,the ilife software that comes with the computer is so simple to use and produces a great finished product .,design
LAPTOP#GENERAL,1,i highly recommend this product !,general
LAPTOP#QUALITY,-1,needs constant repair .,quality
DISPLAY#OPERATION_PERFORMANCE,-1,first the screen goes completely out .,performance
SUPPORT#QUALITY,-1,"then hp sends it back to me with the hardware screwed up , not able to connect .",quality
DISPLAY#OPERATION_PERFORMANCE,-1,"now the screen is going darker , darker , darker .",performance
SUPPORT#QUALITY,-1,hp is more interested in selling extended warranties ( which cost more than the netbook new ) then they are in helping or fixing .,quality
WARRANTY#PRICE,-1,hp is more interested in selling extended warranties ( which cost more than the netbook new ) then they are in helping or fixing .,price
SHIPPING#PRICE,-1,"oh yeah , do n't forget the expensive shipping to and from hp .",price
SHIPPING#PRICE,-1,i'v spent as much for shipping as i would to buy a new netbook -- of course a different brand .,price
COMPANY#GENERAL,-1,i'v spent as much for shipping as i would to buy a new netbook -- of course a different brand .,general
LAPTOP#GENERAL,1,so far so good with this laptop .,general
FANS_COOLING#DESIGN_FEATURES,1,"fan vents to the side , so no cooling pad needed , great feature !",design
DISPLAY#QUALITY,1,screen is crystal clear and the system is very responsive .,quality
LAPTOP#OPERATION_PERFORMANCE,1,screen is crystal clear and the system is very responsive .,performance
LAPTOP#USABILITY,1,memory is upgradable .,usability
MOUSE#GENERAL,-1,the only thing i would change about it is the mouse keys .,general
MOUSE#QUALITY,-1,they click .,quality
MOUSE#QUALITY,-1,"sounds like a typewriter , but if you can get past that , this is a great laptop for a little money !",quality
LAPTOP#GENERAL,1,"sounds like a typewriter , but if you can get past that , this is a great laptop for a little money !",general
LAPTOP#PRICE,1,"sounds like a typewriter , but if you can get past that , this is a great laptop for a little money !",price
LAPTOP#GENERAL,-1,i hate this one .,general
OS#GENERAL,-1,vista is a nightmare .,general
LAPTOP#MISCELLANEOUS,-1,no tutorials on the display .,miscellaneous
LAPTOP#MISCELLANEOUS,-1,the book is useless .,miscellaneous
LAPTOP#MISCELLANEOUS,-1,the machine has a bluray player the book has no mention of it or how to connect it to your hdtv .,miscellaneous
LAPTOP#USABILITY,-1,the machine has a bluray player the book has no mention of it or how to connect it to your hdtv .,usability
LAPTOP#GENERAL,-1,thinking about returning it,general
LAPTOP#GENERAL,1,the macbook is a fantastic laptop .,general
LAPTOP#GENERAL,1,you will love this macbook if you choose to buy it .,general
LAPTOP#OPERATION_PERFORMANCE,1,the macbook rarely requires a hard reboot .,performance
LAPTOP#OPERATION_PERFORMANCE,1,it just works flawlessly !,performance
LAPTOP#GENERAL,1,its hard to encounter a problem on a mac that would require such abrupt action .,general
LAPTOP#GENERAL,1,"i honestly love my mac , thats why i am a self proclaimed mac addict .",general
COMPANY#GENERAL,1,"i honestly love my mac , thats why i am a self proclaimed mac addict .",general
LAPTOP#GENERAL,1,this was purchased for my daughter and i was pleasantly surprised .,general
MOUSE#DESIGN_FEATURES,1,it had the full sized touch pad with 2 buttons instead of just one .,design
LAPTOP#USABILITY,1,it made the computer much easier to use and navigate .,usability
KEYBOARD#GENERAL,1,keyboard was also very nice and had a solid feel .,general
KEYBOARD#QUALITY,1,keyboard was also very nice and had a solid feel .,quality
OS#GENERAL,0,this system came loaded with windows 7 starter .,general
LAPTOP#GENERAL,1,"so far , so good .",general
LAPTOP#QUALITY,-1,"when i got this laptop in 2007 to help me with school , i had a hard time from beginning .",quality
LAPTOP#QUALITY,-1,"i feel that it was poorly put together , because once in a while different plastic pieces would come off of it .",quality
LAPTOP#GENERAL,1,quite simply this is the best laptop i have ever owned .,general
LAPTOP#GENERAL,1,"for me , five stars is not enough .",general
LAPTOP#GENERAL,1,i love the 15 '' macbook pro .,general
LAPTOP#GENERAL,1,"my parents bought it for me as a graduation gift , and i 'm totally ( almost kind of maybe definitely ) obsessed with it .",general
LAPTOP#USABILITY,1,it was very easy to just pick up and use --,usability
OS#USABILITY,1,it did not take long to get used to the mac os .,usability
LAPTOP#DESIGN_FEATURES,1,"i love the size because the screen is big enough for what i use it for ( internet , artwork ) , and yet it is small enough to be reasonably portable .",design
DISPLAY#DESIGN_FEATURES,1,"i love the size because the screen is big enough for what i use it for ( internet , artwork ) , and yet it is small enough to be reasonably portable .",design
LAPTOP#PORTABILITY,1,"i love the size because the screen is big enough for what i use it for ( internet , artwork ) , and yet it is small enough to be reasonably portable .",portability
SOFTWARE#DESIGN_FEATURES,0,"there are several programs for school or office use ( pages , numbers , keynote , etc . ) , music ( garageband ) , photo management ( photo booth , iphoto ) , video-editing or movie-making ( imovie ) , etc .",design
MULTIMEDIA_DEVICES#MISCELLANEOUS,1,the built-in webcam is great for skype and similar video-chat services .,miscellaneous
SOFTWARE#USABILITY,1,"itunes is a handy music-management program , and it is essential for anyone with an ipod .",usability
SOFTWARE#MISCELLANEOUS,1,"itunes is a handy music-management program , and it is essential for anyone with an ipod .",miscellaneous
LAPTOP#GENERAL,1,"all-in-all , i would definitely recommend this product for nearly everyone .",general
LAPTOP#GENERAL,1,i love it !,general
LAPTOP#GENERAL,1,they definitely have a superior product !,general
COMPANY#GENERAL,1,they definitely have a superior product !,general
LAPTOP#OPERATION_PERFORMANCE,-1,"its not just slow on the internet , its slow in general .",performance
LAPTOP#CONNECTIVITY,-1,"its not just slow on the internet , its slow in general .",connectivity
LAPTOP#OPERATION_PERFORMANCE,-1,no i am generous calling it slow .,performance
LAPTOP#OPERATION_PERFORMANCE,-1,its more like a snail crawl .,performance
LAPTOP#GENERAL,-1,he ca n't stand it .,general
LAPTOP#GENERAL,-1,i ca n't begin to say how disappointed i am .,general
LAPTOP#GENERAL,-1,i should have spent an extra hundred bucks and got a full sized computer .,general
KEYBOARD#USABILITY,0,"the key bindings take a little getting used to , but have loved the macbook pro .",usability
LAPTOP#GENERAL,1,"the key bindings take a little getting used to , but have loved the macbook pro .",general
SHIPPING#QUALITY,1,delivery was early too .,quality
LAPTOP#GENERAL,1,it allows me to do everything i need from a computer and more .,general
GRAPHICS#GENERAL,1,"with awesome graphics and assuring security , it 's perfect !",general
LAPTOP#QUALITY,1,"with awesome graphics and assuring security , it 's perfect !",quality
LAPTOP#GENERAL,1,"with awesome graphics and assuring security , it 's perfect !",general
LAPTOP#GENERAL,1,i 'd recommend this laptop to anyone !,general
LAPTOP#GENERAL,-1,the toshiba satellite laptop is designed to fail !,general
MOTHERBOARD#QUALITY,-1,the board has a bad connector with the power supply and shortly after warrenty expires the power supply will start having issues .,quality
POWER_SUPPLY#QUALITY,-1,the board has a bad connector with the power supply and shortly after warrenty expires the power supply will start having issues .,quality
SUPPORT#QUALITY,-1,toshiba is aware of the issue but unless the extended warrenty is bought toshiba will do nothing about it .,quality
SUPPORT#QUALITY,-1,i actually contact toshiba before i started having problem and was given run around after i supplied serial number in order to delay me sending in laptop until after warrenty expired .,quality
SUPPORT#QUALITY,-1,then after paying for it to be examined i was told it was same problem cited on website but i 'd have to pay anyways since it was past warrenty .,quality
LAPTOP#OPERATION_PERFORMANCE,1,"it has far exceeded my expectations for power , storage , and abilitiy .",performance
HARD_DISC#DESIGN_FEATURES,1,"it has far exceeded my expectations for power , storage , and abilitiy .",design
LAPTOP#USABILITY,1,"it has far exceeded my expectations for power , storage , and abilitiy .",usability
LAPTOP#USABILITY,1,it is easy to navigate and update programs .,usability
LAPTOP#QUALITY,1,i 've never had problems with viruses .,quality
COMPANY#GENERAL,1,my next laptop will also be a mac !,general
LAPTOP#GENERAL,1,i would like to tell you about the best laptop i just got from mac .,general
LAPTOP#OPERATION_PERFORMANCE,1,my mac laptop is fabulous in both areas .,performance
MEMORY#DESIGN_FEATURES,1,my mac laptop is fabulous in both areas .,design
LAPTOP#OPERATION_PERFORMANCE,1,it gives me the power and speed that i need to run all the programs i use to edit .,performance
SOFTWARE#OPERATION_PERFORMANCE,1,"the final cut pro on this laptop is so fast and easy , and i can use this to seemlessly transfer all my work to my home computer , which is also a mac .",performance
SOFTWARE#USABILITY,1,"the final cut pro on this laptop is so fast and easy , and i can use this to seemlessly transfer all my work to my home computer , which is also a mac .",usability
LAPTOP#USABILITY,1,"the final cut pro on this laptop is so fast and easy , and i can use this to seemlessly transfer all my work to my home computer , which is also a mac .",usability
LAPTOP#GENERAL,1,i would buy one of these for every person in my office if i could .,general
LAPTOP#USABILITY,1,"in my line of work , i often have to take work home , and this makes it so easy .",usability
KEYBOARD#DESIGN_FEATURES,1,"i do transcription work on the side , and the flatline keyboard makes typing quick and easy as well .",design
KEYBOARD#USABILITY,1,"i do transcription work on the side , and the flatline keyboard makes typing quick and easy as well .",usability
